SNo,Reg.Number,Name,Address,Mobile,Email,Website,Type
543,UPRERAPRM15461,M/s MR HOMES,KJ/12 Kavi Nagar Ghaziabad,9999031997,siddharths78@gmail.com,,Partnership Firm
544,UPRERAPRM154665,Shree Kunj Bihariji Infracon Pvt. Ltd.,"Registered Office Address - 32/29, G/F, Block-32,Trilokpuri, Near Block-27, DELHI, East Delhi-110091, Corporate Office Address - FF-30, IST Floor, KB Complex, Sector-Alpha-II, Greater Noida, UP, Site Address - Plot No. C-01,02, Sector-Knowledge Park-02, Greater Noida",9811267073,shreekbgroup@gmail.com,http://www.shreekunjbiharijigroup.com/,Company
545,UPRERAPRM154800,GPCL BUILDERS AND DEVELOPERS PRIVATE LIMITED,"538 A/362, TULSIPURAM, TRIVENI NAGAR-1, LUCKNOW, UTTAR PRADESH, INDIA, 226020",9450431126,gpclsales15@gmail.com,http://gpcl.co.in/,Company
546,UPRERAPRM155165,Ghaziabad Infragoal Private limited,"204A , A-2 ,SHIV VIHAR, MAYUR VIHAR DELHI",9990805007,ghaziabadinfragoal@gmail.com,http://adityadurobuild.com/,Company
547,UPRERAPRM155176,RADHIKA BUILDTECH PRIVATE LIMITED,"SHOP NO. 5, FIRST FLOOR, VASHISHT COMM.COMPLEX OPP. SHRIRAM MANDIR, BYE PASS ROAD, AGRA UP 282004 IN",9837068326,RADHIKABUILDTECHPVTLTD@GMAIL.COM,http://radhikabuildtech.in/,Company
548,UPRERAPRM1557,PARK TOWN COMPLEX PRIVATE LIMITED,"11, NEW RAJDHANI ENCLAVE, VIKAS MARG, DELHI - 110092",9310702222,ptcpl.rera@gmail.com,,Company
549,UPRERAPRM15624,N P INFRATECH PRIVATE LIMITED,"Registered Office Address- GH-8, Sanskarcity, Rukmani Vihar, Chhatikara Road, Vrindavan, Mathura, UP-281121, Corporate Office Address- GH-8, Sanskarcity, Rukmani Vihar, Chhatikara Road, Vrindavan, Mathura, UP-281121, Site Address- GH-8, Sanskarcity, Rukmani Vihar, Chhatikara Road, Vrindavan, Mathura, UP-281121",9927922265,sanskarcity@yahoo.com,https://www.up-rera.in/www.nkgroup.net.in,Company
550,UPRERAPRM156318,GDAC BUILDCON,"S 8/108, B-3-A Prashantpuri Colony, DIG Colony, M.A. Road Varanasi-221002",7905923320,gdacvns@gmail.com,https://gdacbuildcon.com/,Proprietorship Firm
551,UPRERAPRM156617,Vinayakkripa Abhaydata Ventures LLP,"House No. 265/316, Old Katra, Prayagraj Allahabad UP 211002 IN",7408111222,alankar_tandon@hotmail.com,http://www.parkview.net.in/,Partnership Firm
552,UPRERAPRM156724,Amrawati Residency Private Limited,"503/58, MANKAMESHWAR MANDIR MARG, DALIGANJ, LUCKNOW, U.P. Pin - 226020",7388989007,info@amrawatigroup.com,https://amrawatigroup.com/,Company
553,UPRERAPRM1568,Trident Infra homes pvt. ltd.,"H-58, sector-63, noida",9910022593,info@tridentrealty.co.in,https://www.up-rera.in/www.tridentrealty.co.in,Company
554,UPRERAPRM156880,TIRUPATI BUILDERS & DEVELOPERS,"C 27/274-A-A1, JAI SINGH BUILDING, OFFICE NO. -101, 1ST FLOOR, MALDAHIYA, VARANASI – 221005",9696574207,workefiling@gmail.com,http://www.tirupatigroupsvns.com/,Partnership Firm
555,UPRERAPRM156924,MAHESHA INFRAVALLEY PRIVATE LIMITED,"145,Govind Khand jhilmil Coloney, new masjid Shadara, New Delhi",8800519778,mayankgarg880.mg@gmail.com,http://maheshaa.com/,Company
556,UPRERAPRM157248,VINAYAKA EXPO PLAZA PRIVATE LIMITED,"PLOT NO. C03, 04 SECTOR KNOWLEDGE PARK-2 GREATER NOIDA UTTAR PRADESH",9990933237,iep@svrt.in,https://shrivinayaka.in/,Company
557,UPRERAPRM157342,HI-TECH COLONIZERS,"Pandit Nagla By Pass, Sambhal Road, Moradabad",9756799293,pradeepfca@gmail.com,http://www.hitechcolonizers.com/,Partnership Firm
558,UPRERAPRM15801,RAHUL GAUTAM NEMANI,"FIRST FLOOR, RAJA BAHADUR, MANSION, 32 APOLLO STREET FORT, MUMBAI 400023",8009990333,rahul.nemani@gmail.com,https://www.up-rera.in/WWW.ZEME.IN,Individual
559,UPRERAPRM158135,JHM INFRA HOMES,JHM JOY SHOP NO. 3 KHASRA NO. 494-495,9358775269,jhminfrahomes1@gmail.com,https://jhminfrahomes.in/,Partnership Firm
560,UPRERAPRM15852,MAX-1 INFRATECH,"SM.PLOT NO. 378, GRAM- HIRAMANPUR,PARGANA- SHIVPUR, VARANASIWW",9453004989,maxoneinfratech@gmail.com,https://www.up-rera.in/www.maxoneinfratech.com,Partnership Firm
561,UPRERAPRM15858,BLUE HORSE BUILDERS PRIVATE LIMITED,340 ; Dream Villas ; Eldeco Grean Schemes ; Gomti Nagar ; Lucknow -226010,9161553333,patravyohar@gmail.com,https://www.up-rera.in/http//www.bluehorsebuild.com,Company
562,UPRERAPRM15866,Krishna Kanha Residency Pvt Ltd,"Registered Office Address- 200/1, Yugal Niwas, Ramanreti, Vrindavan, UP - 281121, Corporate Office Address- 200/1, Yugal Niwas, Ramanreti, Vrindavan, UP - 281121, Site Address- Khasra No- 837, Mauja Sunrakh Bangar, Vrindavan, Mathura, UP - 281121",9837128001,martanddev_333@yahoo.co.in,http://www.nkgroup.net.in/,Company
563,UPRERAPRM15869,PYRAMID TOWNSHIPS PRIVATE LIMITED,"PYRAMID TOWNSHIPS PRIVATE LIMITED. A-14, KAILASH COLONY , NEW DELHI-110048",9971311462,durgeshkumar66@gmail.com,https://www.up-rera.in/Http/WWW.speedwayavenue.com,Company
564,UPRERAPRM15898,krishna kanha residency consortium,"Registered Office Address- 200/1, Yugal Niwas, Ramanreti, Vrindavan, Mathura, UP - 281121 Corporate Office Address- 200/1, Yugal Niwas, Ramanreti, Vrindavan, Mathura, UP - 281121 Site Address- Khasra no. 986, 1032, 1033, 1034, 1035 part, 1056, 1058 and 1064 at mauja Jaint, NH-2, Mathura, UP-281121",9837128001,martanddev333@gmail.com,http://www.nkgroup.net.in/,Partnership Firm
565,UPRERAPRM158990,Real Light Estate Private Limited,"C-7, Panki Industrial Area, Site No. I, Kanpur, UP-208022, India",9628697853,ashok.s@tirubala.com,http://www.reallightestate.in/,Company
566,UPRERAPRM15920,GreatValue Projects India Limited,"Plot No. GH 02, Sector 107, Noida",7290062900,contact@greatvalueindia.com,https://www.up-rera.in/www.greatvalueindia.com,Company
567,UPRERAPRM15933,ROSSARI CONSTRUCTIONS PVT LTD,"309, 3rd Floor, Deep Complex, Begum Bridge Road, Meerut Uttar Pradesh",9837042228,goldenavenuemawana@gmail.com,https://www.up-rera.in/www.technocratbuilders.in,Company
568,UPRERAPRM15936,Jain Developers,"Jain Developers, Joya Road, Amroha Pin-244221",8193060002,jain.developers@hotmail.com,,Partnership Firm
569,UPRERAPRM15941,A I M INFRA HOMES LLP,"3222, HAPUR ROAD, OPP-PETROL PUMP, ZAKIR HUSSAIN COLONY, MEERUT",9811746665,info@aiminfrahomes.com,https://www.up-rera.in/www.aiminfrahomes.com,Proprietorship Firm
570,UPRERAPRM15949,Siddhi Vinayak Builders,"B 21/124-12-S, Sarjoo Nagar Colony, Kamachchha, Varanasi",9161280999,sanjeekapoor262@gmail.com,https://www.up-rera.in/www.ganpatiinfratech.co.in,Partnership Firm
571,UPRERAPRM1595,UTILITY ESTATES PRIVATE LIMITED,"10, NEW RAJDHANI ENCLAVE, VIKAS MARG, DELHI - 110092",9310702222,uepl.rera@gmail.com,http://www.vvvipgroup.in/,Company
572,UPRERAPRM15962,limelite tradecom private limited,"1st Floor, Gallant Landmark, Bank Road, Purdilpur, Gorakhpur-273001",9506011114,pandit.sagar@yahoo.com,http://limelitetrade.com/,Company
573,UPRERAPRM159696,Mahagun Infratech Private Limited,"A-19, Sector-63, Noida-110095",8860626893,mitpl.rcomp@mahagunindia.com,https://www.mahagunindia.com/,Company
574,UPRERAPRM15980,Shri Ram Construction Co,"Vishwakarma Nagar, Suswahi, Varanasi (UP)",8400037700,shriramconstructionco.vns@gmail.com,,Partnership Firm
575,UPRERAPRM15990,RATAN BUILDTECH PRIVATE LIMITED,113/70 SWAROOP NAGAR KANPUR-208002,9044001166,it@ratanhousing.com,https://www.up-rera.in/WWW.RATANHOUSING.COM,Company
576,UPRERAPRM15999,PACE INFRATECH PRIVATE LIMITED,"113/70 SWAROOP NAGAR, KANPUR-200802",9044001166,rajesh@ratanhousing.com,https://www.up-rera.in/WWW.RATANHOUSING.COM,Company
577,UPRERAPRM16006,Renowned Buildtech Private Limited,"H-95, 2nd Floor, Sector-63, Noida",9811688000,admin@renownedinfra.com,https://www.up-rera.in/www.renownedgroup.co.in,Company
578,UPRERAPRM160272,SPRING INFRASTRUCTURES,CP-138 3rd Floor Viraj Khand Gomti Nagar Lucknow Uttar Pradesh 226010,9415212081,springdevelopers@yahoo.in,https://reciprocalgroup.in/,Partnership Firm
579,UPRERAPRM160411,ARBIT INFRATEL PRIVATE LIMITED,"H.NO. 41 PHASE - II, HARIOM NAGAR, CIVIL LINES GORAKHPUR Gorakhpur UP 273001 IN",8400999999,anandmishra9999@gmail.com,http://www.arbit.co.in/,Company
580,UPRERAPRM16044,Madhav Associates,"168/11 Badri Nagar, CHowki Bagh Bahadur Singh, Mathura, Uttar Pradesh",9716064667,chaturvedinaveen@gmail.com,,Partnership Firm
581,UPRERAPRM160658,TRIPURARI ESTATE PRIVATE LIMITED,BLOCK 29 2ND FLOOR DELHI GATE AGRA 282002,9917200874,pcpltripurariestate@gmail.com,https://www.pushpanjalianandam.com/,Company
582,UPRERAPRM160775,SIYA RAM KASTURI DEVI EDUCATIONAL SOCIETY,"DS-1, LOHIA NAGAR, HAPUR ROAD, MEERUT - 250003",9359222222,sudhirsharma@msmindia.org,https://srkd.org/,Societies
583,UPRERAPRM160876,RHINE INFRABUILD LLP,"PLOT NO. CP-1, ANAND PLAZA COMPLEX, 2ND FLOOR, PATRAKARPURAM CROSSING, VIRAM KHAND, GOMTI NAGAR, LUCKOW-226010",9889541699,a_j06@rediffmail.com,https://www.rhineinfrabuildllp.com/,Partnership Firm
584,UPRERAPRM160942,RUVIK BUILD-TECH PRIVATE LIMITED,"D 326 G,floor,D-block gali, Anand vihar coloney Shahdra , New Delhi",9311573838,goutam@trehaniris.com,http://trehaniris.com/,Company
585,UPRERAPRM16156,SMAP BUILDERS AND DEVELOPERS PRIVATE LIMITED,"804, MALKHANA ARYA SAMAJ MANDIR RAEBARELI Rae Bareli UP 229001 IN",9918088399,pjjaiswal.1986@gmail.com,,Company
586,UPRERAPRM16209,BHOOMI VIKAS HOUSING PRIVATE LIMITED,KHERIA BRIJ VIHAR KHARIKA TELIBAG LUCKNOW UP-226025,7905986399,bhoomivikas1111@gmail.com,,Company
587,UPRERAPRM162119,IQBAL SINGH,77A SHAHDANA MODELTOWN BAREILLY 243001,9627669977,singhharpreet2011@gmail.com,https://www.google.com/,Individual
588,UPRERAPRM16248,A. D. SONS ENTERPRISES,GALLANTT LANDMARK 1ST FLOOR BANK RAOD GORAKHPUR 273001 UTTAR PRADESH,9565415000,BUILDGKP@GMAIL.COM,,Partnership Firm
589,UPRERAPRM16277,AWADH INFRALAND LTD.,"AWADH INFRALAND LTD , HALL NO.01, ELDECO CORPORATE CHAMBER - 01, VIBHUTI KHAND , GOMTI NAGAR, LUCKNOW - 226010",7617007007,k.k.singh@hotmail.com,http://awadhltd.in/,Company
590,UPRERAPRM162770,NAVEL DEVELOPERS,"H.No.132, Buddh Vihar, Taramandal, Gorakhpur",9919535911,naveldevelopers@gmail.com,http://www.naveldevelopers.com/,Partnership Firm
591,UPRERAPRM162799,A I M Infra Homes LLP,"Main Hapur Road, Sector-12, Near R.T.O. (Opp. Petrol Pump Zakir Husain Colony) Meerut",9313146665,aiminfrahomesllp@gmail.com,https://www.aiminfrahomes.com/,Partnership Firm
592,UPRERAPRM163264,SAHARANPUR DEVELOPMENT AUTHORITY,"Yadev Puri, Near Ganna Bhawan, Hakikat Nagar, Saharampur.",9897056970,sda247001@gmail.com,http://sdasaharanpur.in/,Competent authority
593,UPRERAPRM163283,A & P LUCKNOW CONSTRUCTIONS,"D-154 VIBHUTI KHAND , GOMTI NAGAR, LUCKNOW, Uttar Pradesh, 226010",8299037017,arpitpglko@gmail.com,http://www.apconstructionlko.com/,Partnership Firm
594,UPRERAPRM163497,Vardhamanvilla Infra Estate Private Limited,"Ambrosia Colony, Kalguwan Road, Lalitpur",8009511164,gst.fca.jpg@gmail.com,http://www.rvmc.co.in/,Company
595,UPRERAPRM163506,SANJAY GUPTA,MOHALLA KASBARA AADAT POWAYA SHAHJHANPUR,9415035082,sanjaykumargupta@gmail.com,https://megacitiesproject.in/,Individual
596,UPRERAPRM163638,CHINMAY DEVELOPERS,"OFFICE-705,706, 7TH FLOOR, URBANAC BUSINESS PARK, A-1, VIBHUTI KHAND, GOMTI NAGAR, LUCKNOW-226010",7007628232,chinmaydevelopers2022@gmail.com,https://www.chinmaydevelopers.com/,Partnership Firm
597,UPRERAPRM163644,D R Infra,"53, Nehru Nagar, Agra, U.P.",7819027482,bansalpankaj09@gmail.com,http://drinfra.co.in/,Partnership Firm
598,UPRERAPRM163842,Khush Infraestate,"106, Nehru Nagar, Agra-282002",9319518242,khushinfraestate@gmail.com,https://www.opchainsgroup.com/,Partnership Firm
599,UPRERAPRM16423,K T INDIA INFRAPROJECTS PRIVATE LIMITED,"SHOP NO-314, CS04/GH-001,SECTOR -4 GAUR CITY , GREATER NOIDA WEST, GB NAGAR UP 201009",9837479456,ktiipl.08@gmail.com,,Company
600,UPRERAPRM16429,ARUBA INFRA PRIVATE LIMITED,"C-17,18 ARUBA TOWER VIBHUTI KHAND GOMTI NAGAR LUCKNOW",7800007879,ARUBAINFRA@GMAIL.COM,https://www.up-rera.in/WWW.ARUBAIPL.COM,Company
601,UPRERAPRM164401,Pardos Developers Private Limited,"61-63, Panchkuian Road, Second Floor, New Delhi - 110001",9311592333,jschawla@pardosrealestate.com,https://okas.co.in/,Company
602,UPRERAPRM164449,HSL SOFTWARE PRIVATE LIMITED,"204, S/F, PH Complex, 65 Vijay Block Laxmi Nagar New Delhi 110092",8588890130,hslsoft.mca@gmail.com,http://www.ithums-62.com/,Company
603,UPRERAPRM16447,ROCKFORT DEVELOPERS PVT LTD,"106,SASCO BHAWAN, AZADPUR COMMERCIAL COMPLEX, AZADPUR, DELHI-110033",9810691992,ADMIN.ROCKFORT@SHRIRAMHEIGHTS.COM,https://shriramnorthview.com/,Company
604,UPRERAPRM1646,Nobility Estates Private Limited,"ATS Towers Plot No 16, Sector 135, Noida-201305",9643007884,Nobility@atsgreens.com,http://www.atsgreens.com/,Company
605,UPRERAPRM16462,Aakar Housing Developers,B-21/62 Kamachha Opposite Petrol Pump Kamachha Varanasi-221010,9889817210,ps_associates@hotmail.com,,Partnership Firm
606,UPRERAPRM164667,Blessings Homz Pvt Ltd,"A-6, Ground Floor, Yojana Vihar, Delhi-110092",9810663363,accounts@fusionbuildtech.com,http://thebrook.in/,Company
607,UPRERAPRM164745,VAIKUNTAM BUILDCON PRIVATE LIMITED,"KH. NO. 920, NEAR A. K. CHILDREN ACADEMY, MORTI, GHAZIABAD, UTTAR PRADESH - 201001",9873859971,vishaltyagi@hotmail.com,https://www.vaikuntam.org/,Company
608,UPRERAPRM16501,AMV INFRATECH PRIVATE LIMITED,"12A, CHARUCHANDRA PURI COLONY, DAUDPUR, GORAKHPUR-273001",9451959189,amvinfratech@gmail.com,,Company
609,UPRERAPRM1654,Gaursons Realtech Private Limited,"Gaur Biz Park Plot No-1, Abhay Khand-II Indirapuram, Ghaziabad, U.P. Pin-201014",9582279254,gaursrealtech@gaursonsindia.com,http://www.gaursonsindia.com/,Company
610,UPRERAPRM165554,Jindalsons Infratex Pvt. Ltd.,"08 CSC, Vigyaan Vihar Delhi - 110092",9999129995,info.jindalsonsinfratex@gmail.com,http://www.jindalsons.co.in/,Company
611,UPRERAPRM165767,Pacific Habitats India Private Limited,"111 FLOORTC13/V-16, ELDECO TOWER, VIHUTI KHAND, GOMTI NAGAR, Lucknow, Uttar Pradesh - 226010",9953110844,saif.mlk1@gmail.com,https://pacifichabitats.com/index.php,Company
612,UPRERAPRM166133,SHADBOLT BUILDWORLD PRIVATE LIMITED,640 SECTOR-19 FARIDABAD HARYANA 121001 INDIA,9717244395,simranjeet.sachdeva@apexindia.in,http://www.theapexgroup.in/,Company
613,UPRERAPRM1662,SHREESRI BUILDTECH PRIVATE LIMITED,"6926,Jaipuria Mills ,Clock Tower Sabji Mandi, Delhi",9839907931,accounts@nriheights.com,,Company
614,UPRERAPRM166331,VIJAY INTERNATIONAL,"120, M K Puram, Sikandra, Agra, Uttar Pradesh, 282007",9837039090,pitambaraparadise@krishnasventure.in,https://pitambaraparadise.in/,Partnership Firm
615,UPRERAPRM16642,Shiv Shakti Builders And Developers,"97/1,punjabi Pura Delhi Road Meerut",9927656666,klal_mawana23@rediffmail.com,,Partnership Firm
616,UPRERAPRM166559,I & T BUILDERS AND DEVELOPERS,"53/2, LAL BAHADUR SHASTRI MARG, PRAYAGRAJ",9839151653,iandtbuildersanddevelopers123@gmail.com,http://www.jheelresidency.in/,Partnership Firm
617,UPRERAPRM166569,VERTEX RETAIL,"H 157, Sector 63 Noida Gautam Buddha Nagar UP 201301",9286665663,india.taxwork20@gmail.com,https://www.vertexretail.in/,Company
618,UPRERAPRM166687,RJ INFRA HOMES PRIVATE LIMITED,"G-15, RAMAN TOWER SANJAY PLACE AGRA Agra UP 282002 IN",7983882045,rjinfrahomes@gmail.com,https://www.rjinfrahomes.com/,Company
619,UPRERAPRM16685,AASTHAPARADISE INFRA PRIVATE LIMITED,1/48 VIRAM KHAND GOMTI NAGAR LUCKNOW-226010,9935051209,ac.aasthaparadise01@gmail.com,http://aasthaparadise.com/,Company
620,UPRERAPRM166906,Mahagun Housing and Construction Private Limited,"A-19, SECTOR 63, NOIDA-201301",9643322524,mahagun.mmillennia@mahagunindia.com,https://www.mahagunindia.com/,Company
621,UPRERAPRM167035,Rudra Bhawan Nirman LLP,"15/63, Rudra House, Civil Lines, Kanpur - 208001 (U.P.)",9554950814,rera.rbnllp@rudra.net.in,https://www.rudrarealestate.com/,Partnership Firm
622,UPRERAPRM16707,Sri Sai Developers,B-21/62 Kamachha Opposite Petrol Pump Kamachha -221010 Varanasi,9889817210,nks1965@hotmail.com,,Partnership Firm
623,UPRERAPRM1672,DHANYA PROMOTERS PRIVATE LIMITED (MAHAGUN GROUP),"C-227, VIVEK VIHAR, DELHI-110095",9310638222,mantra1.rcomp@mahagunindia.com,https://www.up-rera.in/www.mahagunindia.com,Company
624,UPRERAPRM16727,M G INFRAESTATES PRIVATE LIMITED,"20/201-A, Dwarika Dhish Road Kanpur 208001",9369875278,info@mgconstructions.in,https://www.up-rera.in/n/a,Company
625,UPRERAPRM16745,S R B PROMOTERS PRIVATE LIMITED,"37-B, GROUND FLOOR, POCKET - IV, MAYUR VIHAR, PHASE - I DELHI East Delhi DL 110091 IN",9711400601,MRITUNJAY@SRBPROMOTERS.COM,https://www.up-rera.in/WWW.SRBPROMOTERS.COM,Company
626,UPRERAPRM16751,M/s SKG HOMES PVT LTD.,"1007, Arunachal Building, Barakhamba Road, New Delhi-110001",9810542954,skgsino1@gmail.com,https://www.up-rera.in/skghomes.com,Company
627,UPRERAPRM1677,EVA Developers Private Limited,,8588821118,finance@centralcourt.in,https://www.up-rera.in/www.centralcourt.in,Company
628,UPRERAPRM167788,PARAMPARA BUILDERS PVT LTD,"175, PARAMPARA CHAMBERS, AVAS VIKAS COLONY, CIVIL LINES, MORADABAD, 244001",9837090667,ANURAG@PARAMPARAGROUP.COM,http://www.paramparagroup.com/,Company
629,UPRERAPRM1678,IV COUNTY PVT LTD,"Registered Office Address- GH-5, Sector-121 Noida, Gautam Buddha Nagar - 201301 UP Corporate Office Address- A-39, Sector-63, Noida - 201301 UP Site Office Address - GH-5, Sector - 121, Noida , Gautam Buddha Nagar- 201301 UP",9811078811,rera@abacorp.in,https://www.up-rera.in/www.abacorp.in,Company
630,UPRERAPRM16781,WEALTH MANTRA INFRACON PRIVATE LIMITED,"403,4th FLOOR,SHALIMAR TITANIUM VIBHUTI KHAND, GOMTI NAGAR LUCKNOW Lucknow UP 226010",9919990748,compliance@wealthmantra.in,http://wealthemporio.in/,Company
631,UPRERAPRM16785,RATAN PLANET (AOP),113/70 SWAROOP NAGAR KANPUR,9044001166,sanjaykhatri74@gmail.com,https://www.up-rera.in/WWW.RATANHOUSING.COM,Partnership Firm
632,UPRERAPRM16799,SUDHA REALTORS PVT. LTD.,"RAJA KATRA, CHOWK, VARANASI",9335706777,sudharealtors@gmail.com,https://www.up-rera.in/www.sudharealtors.com,Company
633,UPRERAPRM168004,CORONATION HOUSING AND DILIGENCE,"LGF CORONATION LVY COURT, 11 J.C. BOSE MARG LALBAGH, LUCKNOW, Lucknow, Uttar Pradesh, 226018",9839019791,coronationmercantile@yahoo.co.in,https://coronationgroup.in/,Partnership Firm
634,UPRERAPRM16811,E - SQUARE HOMES PRIVATE LIMITED,"B-56A, VIBHOOTI KHAND, GOMTI NAGAR, LUCKNOW-226010",9839236688,prashant.singh@esquarehomes.com,https://www.up-rera.in/www.esquarehomes.com,Company
635,UPRERAPRM16818,SWATI CONSTRUCTION,LACHHIPUR SONAULI ROAD GORAKHPUR UTTAR PRADESH 273015,9415210123,JAISWALTRADINGCO11@GMAIL.COM,,Partnership Firm
636,UPRERAPRM168278,SAVIOUR INFRA PRIVATE LIMITED,"C-110, sector-65 noida-201301",9958446993,amit7645@gmail.com,http://saviourindia.com/,Company
637,UPRERAPRM168370,SHREE PARAS DEVELOPERS,"Jain Sadan, Bazar Jat, Amroha, Uttar Pradesh-244221",9873184006,parasdevelopers1008@gmail.com,http://www.shreeparasdevelopers.in/,Partnership Firm
638,UPRERAPRM16843,AFTEK DEVELOPERS PRIVATE LIMITED,"C-142/A-3, MAHANAGAR, LUCKNOW-226006",8601878035,aftekdevpvtltd@gmail.com,,Company
639,UPRERAPRM16877,M/S S.P. SAI. IT. PVT. LTD.,"C-26 Sector-67,Noida, UP.",7065557270,rera@nx-one.com,https://www.up-rera.in/WWW.PRABHUPREMGROUP.COM,Company
640,UPRERAPRM16906,RK BUILDERS,33 dushyant nagar bodla sikandra road agra,9219508122,RKBUILDERAGRA@GMAIL.COM,,Partnership Firm
641,UPRERAPRM169424,ASHOK KUMAR AND OTHERS,"42/2, B-12, Hari World Tower, Sanjay Place, Agra",9837073042,rahul.ca.agra@gmail.com,https://ektaraj.co.in/,Partnership Firm
642,UPRERAPRM1696,OASIS REALTECH PVT LTD,"A 77 Sector 2, Noida",9999000911,ACCOUNTS@OASIS.IN,https://www.up-rera.in/WWW.OASIS.IN,Company
643,UPRERAPRM169617,VRINDA HOUSING PRIVATE LIMITED,"Dhobi Ghat, Kishan Ganga Infront of Pani Wale, GaughatMasani Mathura Mathura UP 281001 IN",9690406000,vrindahousingpvtltd@gmail.com,https://www.vrindahousing.com/index.php,Company
644,UPRERAPRM1698,SUNCITY HI-TECH PROJECTS PRIVATE LIMITED,"ESSEL HOUSE, MANDI ROAD, SULTANPUR, MEHRAULI, NEW DELHI - 110030",9654128033,INFO@SUNCITYPROJECTS.COM,https://www.up-rera.in/WWW.SUNCITYANANTAM.COM,Company
645,UPRERAPRM170147,RUDRA INFRASOLUTIONS LLP,"RUDRA HOUSE, 15/63, CIVIL LINES KANPUR-208001",9839250163,rera.risllp@rudra.net.in,http://www.rudrarealestate.com/,Partnership Firm
646,UPRERAPRM17026,M/S OMKAR NESTS PVT. LTD.,"A-13, S-1, Dilshad Garden, Delhi-110095",9871384790,omkarnest@gmail.com,http://www.royalnest.in/,Company
647,UPRERAPRM170603,Amna Constructions Private Limited.,Grandeur Apartments 193-I Butler road Dalibagh Lucknow UP 226001 IN,8601444492,nadeemramzi@hotmail.com,http://www.amna.com/,Company
648,UPRERAPRM170865,Siddhartha Developers,"Cabin 414/415 Krishna Tower, Civil Lines, Kanpur UP",7572031294,oshi.KANSAL@GMAIL.COM,http://passionhousing.com/,Partnership Firm
649,UPRERAPRM171178,Aakansha Infratech,"83, Nehru Nagar, Agra-282002",9897434797,exec.dir@yttgroup.co.in,http://www.opchains.com/,Partnership Firm
650,UPRERAPRM17148,TBS ESTATES PRIVATE LIMITED,"N8/236 B-2A Ganesh Dham Colony,Newada Sundarpur,Varanasi",9919000314,tbs_estates75@yahoo.com,https://www.up-rera.in/www.tbs_estates75@yahoo.com,Company
651,UPRERAPRM171540,SHRI PEETAMBARA INFRATECH LLP,GS 01 VISION HEIGHTS HOUSING SOCIETY NEAR RAJGHAT COLONY SHIVPURI ROAD JHANSI,9935186919,namoresidencyllp@gmail.com,https://www.namoresidencyjhansi.com/,Partnership Firm
652,UPRERAPRM17167,KBN INFRATECH PRIVATE LIMITED,"29 GANDHI NAGAR, SIGRA, VARANASI ( U.P.) PNI 221010",9307219709,akchaturvedi98@rediffmail.com,,Company
653,UPRERAPRM17196,A.R.CITY DEVELOPERS PRIVATE LIMITED,"523-524, BIRHANA GEETA NAGAR, VIANAYAKPUR, KANPUR",7234888222,atmaprakashkhatri@yahoo.com,,Company
654,UPRERAPRM17251,SUN INFRA SERVICES PRIVATE LIMITED,"LODHIPUR, SHAHJAHANPUR - 242001",9415035102,suninfraspn@gmail.com,https://www.up-rera.in/suninfra.in,Company
655,UPRERAPRM17311,SUN ASSOCIATES,"LODHIPUR, SHAHJAHANPUR - 242001",8874300000,sunnassociatesspn@gmail.com,https://www.up-rera.in/suninfra.in,Partnership Firm
656,UPRERAPRM17384,Sanchar Arcade Sahkari Awas Samiti Ltd,"Khasra No 236 & 237, Village Morta, Ghaziabad-201003",9868500203,sanchar.residency008@gmail.com,,Societies
657,UPRERAPRM17431,M/S ASHOK HOUSING,"2/27, SETH GALI, AGRA",9012300023,AH@OPCHAINSGROUP.COM,https://www.up-rera.in/WWW.OPCHAINSGROUP.COM,Partnership Firm
658,UPRERAPRM17432,M/S BHARAT NAGAR HOUSING,"2/27, SETH GALI,AGRA",9012300023,BNH@OPCHAINSGROUP.COM,https://www.up-rera.in/WWW.OPCHAINSGROUP.COM,Partnership Firm
659,UPRERAPRM17444,ANEE RAJAWAT INFRA PRIVATE LIMITED,2/41 virat khand gomti nagar lucknow,7905487636,lucknowrera@gmail.com,,Company
660,UPRERAPRM174753,AASHIYANA CONSTRUCTION,"PLOT No. - 41, CIVIL Line, RESTAURANT HEERA SWEETS, MES, Boundary Road, Meerut, Meerut, Uttar Pradesh, 250001",9837792959,vakulgoyal12@gmail.com,http://www.aashiyanaconstruction.com/,Partnership Firm
661,UPRERAPRM1754,SUPERTECH LIMITED,"1114 HAMKUNT CHAMBERS ,11 FLOOR 89, NEHRU PLACE NEW DELHI DL 110019 INDIA",9999535430,rera@supertechlimited.com,http://www.supertechlimited.com/,Company
662,UPRERAPRM175760,SVG GALLERIA PRIVATE LIMITED,"C-2/29 GROUND FLOOR, GC PUPLIC SCHOOL, NEW ASHOKNAGAR NEW DELHI 110096",9811780528,svggalleria2022@gmail.com,https://www.shrivinayaka.in/,Company
663,UPRERAPRM175780,Shri Giriraj Ji Builders & Developers,"139 Old Matches Factory, Bareilly 243001",9997020200,singhconstructions2011@gmail.com,http://www.girirajjidevelopers.com/,Partnership Firm
664,UPRERAPRM17616,VIBRANT INDIA INFRABUILD PRIVATE LIMITED,"16/11 SAROJINI NAIDU MARG, LUCKNOW",9506818181,HARSIMRAN2480@GMAIL.COM,https://www.up-rera.in/WWW.VIBRANTINDIA.CO,Company
