Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
1305,MERRIOTT HEIGHTS,MANISHA ENTERPRISE,"MERRIOTT HEIGHTS, SURVEY NO. 113/1 AND 113/5, NR. ABJIBAPA AVENUE, OPP. KRISH EXOTICA, NIKOL, Ahmedabad 382350",Residential/Group Housing,merriottht3335@gmail.com,9898668044,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01703/200218,Ahmedabad,20-02-2018,31-03-2022,NA
1306,KUSHAL AWAAS 2,KUSHAL INFRASTRUCTURE PVT LTD,"PLOT NO 74, B/H PATEL RICE MILL NEW VATWA,AHMEDABAD Ahmedabad 382440",Mixed Development,infra@kushallimited.com,8511511511,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02467/A1M/EX1/070921,Ahmedabad,24-04-2018,30-06-2021,30-06-2022
1307,GAJANAN INDUSTRIAL ESTATE 2,VINAY ENTERPRISE,"GAJANAN INDUSTRIAL ESTATE-2 OPP. BHAGIRATHAVILLA, B/H. ZAVERI ESTATE, SINGARVA - KATHWADA ROAD, KATHWADA, AHMEDABAD . Ahmedabad 382415",Commercial,gajananind.estate2@gmail.com,9727204060,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02621/090518,Ahmedabad,09-05-2018,20-11-2021,NA
1308,KUSHAL AWAAS 3,KUSHAL INFRASTRUCTURE PVT LTD,"PLOT NO 74,B/H PATEL RICE MILL NEW VATWA Ahmedabad 382440",Mixed Development,infra@kushallimited.com,8511511511,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02315/100418,Ahmedabad,10-04-2018,30-06-2022,NA
1309,Serene Festival,Shree Parker Infrastructure,"404, Maruti Arcade, 132 Ft. Ring Road, Nr. Shivranjani Cross Road, Satellite Ahmedabad 380015",Residential/Group Housing,parkerinfra@gmail.com,9925204122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01847/EX1/150219,Ahmedabad,03-03-2018,22-12-2018,31-05-2019
1310,SUN EXOTICA,SHIVANI BUILDCON,"OPPOSITE MADHAV FARM S.P RING ROAD, VASTRAL Ahmedabad 382418",Residential/Group Housing,shivanibuildcon@gmail.com,9825042540,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02576/070518,Ahmedabad,07-05-2018,30-09-2023,NA
1311,LOFT GARDENS,NBR BUILDCON,"LOFT GARDEN, FP-81, NR. DEVNAGAR 100 FT RCC ROAD, OFF S. G. HIGHWAY, GOTA Ahmedabad 382481",Mixed Development,nbrbuildcon@gmail.com,9825260213,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02112/A1M/020121,Ahmedabad,22-03-2018,30-05-2022,NA
1312,Shubham 1,Shrinath Associates,"608, Pinnacle Business Park Corporate road, Prahladnagar Ahmedabad 380051",Residential/Group Housing,srojivadia@gmail.com,9825529080,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00928/061217,Ahmedabad,06-12-2017,30-05-2023,NA
1313,Dwarkesh Fragrance,DHARMJIVAN INFRASTRUCTURE,"Dwarkesh Nr. ""Swa"" Radha Sawmi Satsang T.P. 44,Chandkheda Ahmedabad 382424",Mixed Development,dharmjivaninfrastructure@gmail.com,9825233107,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA00625/A1M/EX2/141024/300625,Ahmedabad,07-11-2017,30-06-2023,30-06-2025
1314,AARAMBH,MAHAVIR DEVELOPERS,AARAMBH APPARTMENT OPP PARSHWANATH METRO TOWNSHIP CHANDKHEDA Ahmedabad 382424,Residential/Group Housing,info@aarambh28.com,9924124042,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01025/151217,Ahmedabad,15-12-2017,30-05-2021,NA
1315,ANGAN HOME,NILKANTH CORPORATION,"ANGAN HOMES, S. NO. 453/2/3, NR. BHAKTI CIRCLE, OPP. WHITE HOUSE, NIKOL Ahmedabad 382350",Residential/Group Housing,nilkanthcorporation2017@gmail.com,7573003737,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01759/260218,Ahmedabad,26-02-2018,31-12-2020,NA
1316,SANKALP SQUARE III,SANKALP IN,"SANKALP SQUARE, NR.KAMLA KAMDHENU HALL, DRIVE IN ROAD, GURUKUL, Ahmedabad 380052",Commercial,account@sankalponline.com,9825084606,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01882/A1C/290720,Ahmedabad,06-03-2018,30-06-2021,NA
1317,SHYAM ELKIN,SHYAM ENTERPRISE,"47, BARIWALO VAS, SHILAJ Ahmedabad 380058",Mixed Development,shyamelkin@gmail.com,9825061440,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01163/301217,Ahmedabad,30-12-2017,11-11-2019,NA
1318,IBRAHIM RESIDENCY,IBRAHIM REALITIES,"IBRAHIM RESIDENCY, BESIDE KHURSHID PARK SARKHEJ JUHAPURA ROAD, JUHAPURA Ahmedabad 380055",Residential/Group Housing,irfanbengali@yahoo.com,9825022711,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02072/EX1/290922,Ahmedabad,19-03-2018,30-05-2022,30-05-2023
1319,SAI SAPPHIRE SQUARE,SHRI MAHAVIR DEVELOPERS,"55, TIRUPATI COMPLEX DANAPITH, KALUPUR Ahmedabad 380002",Commercial,dewanibuildcon@gmail.com,9974022584,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01696/A1C/160320,Ahmedabad,19-02-2018,30-06-2022,NA
1320,KARMYOG HEIGHTS,LINK INFRACON LLP,"2ND FLOOR, SETU SCARLET, VISAT GANDHINAGAR HIGHWAY, MOTERA, AHMEDABAD. Ahmedabad 382424",Mixed Development,info.setugroups@gmail.com,9825091801,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02330/110418,Ahmedabad,11-04-2018,30-09-2021,NA
1321,Saumya Heights,Akshar Developers,"A/FF/01 , Shree Hari avenue , Above sbi , Ghuma Ahmedabad 380058",Mixed Development,saumyaheightsrera@gmail.com,9824444489,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03140/110718,Ahmedabad,11-07-2018,30-06-2022,NA
1322,SHIVALIK HEIGHTS,HET CORPORATION,"22, Haridwar Society, Near Bhagat Petrol Pump Naroda, Ahmedabad-382325 Ahmedabad 382325",Mixed Development,shivalikheights112@gmail.com,9825294793,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA05824/010819,Ahmedabad,01-08-2019,30-06-2022,NA
1323,Zion Windfield,WINDFIELD PROJECTS LLP,"#74, ZION PRIME, THALTEJ SHILAJ ROAD THALTEJ Ahmedabad 380059",Residential/Group Housing,windfieldprojects@gmail.com,7874737007,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01556/EX1/010921,Ahmedabad,07-02-2018,01-07-2021,31-12-2021
1324,seventh heaven,MOHMMAD HAROON BABUBHAI SHAIKH PROPRIETOR OF TAMEER INFRASTRUCTURE,"Survey no.69 , T.P. Scheme No 84/A Final Plot No. : 63, Mouje: Makarba, Taluka: Vejalpur, District & Sub District : Ahmedabad Ahmedabad 380051",Mixed Development,tameerinfra2017@gmail.com,9327013736,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Ahmedabad Municipal Corporation/MAA01488/A2M/180924/300626,Ahmedabad,03-02-2018,30-06-2026,NA
1325,Vimla Residency,ARHAM INFRACON,"B-3, Chandan Flat, Sanjivbaug Jainnagar, Paldi, Ahmedabad Ahmedabad 380007",Residential/Group Housing,vimlaresidencyrera@gmail.com,9898610311,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03553/290918,Ahmedabad,29-09-2018,30-06-2021,NA
1326,3rd Eye Three,CALICA BUILDWELL PRIVATE LIMITED,"53, NIRANT PARK SOCIETY OPP SUN -N-STEP CLUB, Thaltej Ahmedabad 380054",Commercial,patel.calicagroup@gmail.com,9825062708,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03118/EX1/080620,Ahmedabad,09-07-2018,28-02-2020,27-02-2021
1327,GREEN VALLEY,AASTHA PROPERTIES,"4. 2ND FLOOR, SWASTIK SUPER MARKET, ASHRAM ROAD Ahmedabad 380009",Mixed Development,aasthaproperties1313@gmail.com,9879176149,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02531/EX1/A1M/070522,Ahmedabad,26-04-2018,07-06-2021,31-05-2022
1328,KARNAVATI GOKULDHAM,KARNAVATI BUILDERS,"A-1010, 10TH FLOOR, ATMA HOUSE NR. TIMES OF INDIA, ASHRAM ROAD, AHMEDABAD Ahmedabad 380009",Residential/Group Housing,karnavativivantaliving@gmail.com,9824079416,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02610/A1R/031219,Ahmedabad,09-05-2018,30-05-2021,NA
1329,ARISE FLORUS,ARISE INFRA,"SURVEY NO.200, F.P NO. 76 T.P 57 JAGATPUR Ahmedabad 382470",Mixed Development,arisehome@yahoo.com,9998713069,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01739/230218,Ahmedabad,23-02-2018,30-06-2021,NA
1330,ASOPALAV APARTMENTS,SATEJ DEVLOPERS PRIVATE LIMITED,"26, PUNIT NAGAR VIBHAG -3 PARASKUNJ, JODHPUR, SATELLITE Ahmedabad 380015",Residential/Group Housing,satejdevlopersprivatelimited@gmail.com,9824232727,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA05992/050919,Ahmedabad,05-09-2019,30-06-2021,NA
1331,SAPPHIRE VILLA,SAPPHIRE ATMAMANGAL CORP,"108, BHAGIRATH ICON, NAROL - ASLALI HIGHWAY, AHMEDABAD Ahmedabad 382405",Residential/Group Housing,sapphire@bhagirathgroup.com,9574079993,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01440/290118,Ahmedabad,29-01-2018,31-12-2021,NA
1332,FORTUNE NORTH INDUSTRIAL PARK,RADHAKRUSHNA DEVELOPERS,"FORTUNE NORTH , OPP SHYAMVED ESTATE NEAR 220 VETCO POWER STATION , MUTHIYA Ahmedabad 382330",Commercial,fortunenorth75@gmail.com,9879605867,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01402/230118,Ahmedabad,23-01-2018,28-02-2021,NA
1333,KRISHNA HEIGHTS,K H DEVELOPER,6 HARMONY STATUS CO OP NR SCIENCE CITY ROAD Ahmedabad 380060,Mixed Development,krishnaheight2017@gmail.com,9825555870,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01958/090318,Ahmedabad,09-03-2018,30-06-2021,NA
1334,SATVA BALAJI,SHREE HARI DEVELOPERS,SATVA BALAJI SR NO 355 BS SHYAM VILA 2 HARIDARSHAN NIKOL ROAD Ahmedabad 382330,Mixed Development,satvagalaxyshd@gmail.com,9979895927,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03413/140918,Ahmedabad,14-09-2018,15-06-2023,NA
1335,STATUS ICON,BHAVI ENTERPRISE LLP,"71/325, DURGA CHAWK GHB CHANDKHEDA Ahmedabad 382424",Residential/Group Housing,bhavienterprise.llp@gmail.com,9924244325,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02374/EX1/211019,Ahmedabad,16-04-2018,01-10-2019,31-03-2020
1336,Radhe Hills,Shubhmilan Developers,"Radhe Hills, Hathijan to Mahemdavad Raod NR. Baleshwar Homes, Hathijan, Ahmedabad Ahmedabad 382445",Mixed Development,radhehill@gmail.com,9978112266,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03555/290918,Ahmedabad,29-09-2018,30-06-2023,NA
1337,SARANSH 03 N,SAMVED DEVELOPERS,701 SHAPATH V 7 TH FLOOR OPP KARNAVATI CLUB S G HIGHWAY ROAD AHMEDABAD 380058 Ahmedabad 380058,Residential/Group Housing,contact@samvedengineers.com,9426700936,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02510/260418,Ahmedabad,26-04-2018,30-06-2020,NA
1338,SHUBH JIVAN,SWASTIK DEVELOEPRS,"SHUBH JIVAN, OPP. CANARA BANK, SAROVAR - 4, NR. JIVAN ARYA RESIDENCY, VASTRAL Ahmedabad 382418",Mixed Development,ashishpatel1243@gmail.com,9998745230,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01222/050118,Ahmedabad,05-01-2018,30-06-2024,NA
1339,VRUNDAVAN PEARL 2,SHREE SADHIKRUPA ASSOCIATES,"VRUNDAVAN PEARL 2, NR OMKAR BUNGALOWS TP 44 CHANDKHEDA Ahmedabad 382424",Residential/Group Housing,sadhikrupa763@gmail.com,9824009644,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01722/A1R/270219,Ahmedabad,22-02-2018,06-11-2020,NA
1340,Gajanan 51,Pooja Project,"B-36 Hari krushna society , opp ASharam Society B/S Uttamnagar , Thakkarbapanagar Ahmedabad 382440",Residential/Group Housing,gajanan51rera@gmail.com,9327431391,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02617/090518,Ahmedabad,09-05-2018,31-12-2021,NA
1341,SANDALWOOD ELEGANCE,SIDDHI GANESH BUILDCON,"A-110, HARIOM NAGAR SOC, JIVIBA SCHOOL Ahmedabad 380050",Mixed Development,siddhiganeshbuildcon@gmail.com,9825199375,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03942/021118,Ahmedabad,02-11-2018,30-06-2021,NA
1342,PRARAMBH TWENTY,S M DEVELOPERS,"268, TIMBA VALO VAS, NR RAMJI MANDIR CHANDKHEDA GAM Ahmedabad 382424",Residential/Group Housing,kp2112kaushik@gmail.com,9033890238,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01795/EX3/060521,Ahmedabad,28-02-2018,25-12-2019,31-05-2021
1343,MADHURAM POSH,MADHURAM POSH,"MADHURAM POSH NEAR MADHURAM SKY CHANDKHEDA, AHMEDABAD Ahmedabad 382424",Mixed Development,madhuramroyal555@gmail.com,9824155523,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02154/230318,Ahmedabad,23-03-2018,10-11-2020,NA
1344,MANOR GREENZ,ASHTA VINAYAK CORPORATION,MANOR GREENZ OPP HOCKEY GROUND BEHIND ELLISBRIDGE GYMKHANA Ahmedabad 380009,Residential/Group Housing,ashtavinayakcorporation693@gmail.com,9824214452,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02459/230418,Ahmedabad,23-04-2018,30-06-2024,NA
1345,VEDANT RESIDENCY,AMAR BUILDCON,"VEDANT RESIDENCY NR. MADHAVRAJ BUNGLOWS, OPP MARUTI SUZUKI SHOW ROOM,,SP RING ROAD,VASTRAL Ahmedabad 382350",Mixed Development,amarbuildconvedant@gmail.com,9427283449,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01668/170218,Ahmedabad,17-02-2018,30-09-2021,NA
1346,SHIVALAY HERITAGE,KHODAL DEVELOPERS,"Shivalay Heritage, Opp. Signature Pride, Singarwa Ahmedabad 382430",Mixed Development,pdharam22@gmail.com,9638341780,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02359/A1M/080819,Ahmedabad,13-04-2018,30-09-2023,NA
1347,DIAMOND JUBILEE APPARTMENT,PATEL BUILDCON,"S/o Patel dilipkumar , 1 B Rachna Maninagar Co-op Housing Soc jyamala Busstand , Isanpur Ahmedabad 382443",Residential/Group Housing,diamondjubileeappartment@gmail.com,9825009667,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03930/021118,Ahmedabad,02-11-2018,30-06-2022,NA
1348,MANN EXOTICA,MANN DEVELOPERS,"19, SAPTA KIRAN SOC, NEAR NEHRUNAGAR CROSS ROAD AMBAWADI Ahmedabad 380006",Mixed Development,manndevelopers192@gmail.com,9099020878,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02614/090518,Ahmedabad,09-05-2018,30-12-2021,NA
1349,Aashiyana Residency,Fortune Infrastructure,88 391 AMAN CHOWK BAPUNAGAR RAKHIYAL ROAD Ahmedabad 380024,Mixed Development,abuzershaikh9898@gmail.com,9824049995,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02692/180518,Ahmedabad,18-05-2018,31-01-2020,NA
1350,Panchmukhi Pride,RATNAMANI BUILDCON,"1, SAUMITRI SOCIETY ,JODHPUR VILLAGE, AHMEDABAD Ahmedabad 380015",Mixed Development,panchmukhipride2018@gmail.com,9825067273,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA03025/280618,Ahmedabad,28-06-2018,30-12-2021,NA
1351,SHIVALAY INDUSTRIAL ESTATE,KHODAL CORPORATION,"SUR NO. 90, FP NO.63, NR. MALHAR IND. ESTATE ODHAV RING ROAD, ODHAV Ahmedabad 382415",Commercial,pdharam@icloud.com,9638341780,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02204/310318,Ahmedabad,31-03-2018,31-12-2019,NA
1352,Takshashila East End (Block A),KAMLESHBHAI GONDALIA PROP. OF TAKSHASHILA CREST,"2 MANIRATNA BUNGLOWS, RAJPATH RANGOLI ROAD BEHIND KANTAM PARTY PLOT , AMBLI Ahmedabad 380058",Mixed Development,tcrestinfo@gmail.com,9824039584,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02367/130418,Ahmedabad,13-04-2018,31-03-2020,NA
1353,ANUSHTHAN,ANUSHTHAN DEVELOPERS,"L. G. 1 & 2, SHEFALI CENTRE, NR. PALDI CROSS ROAD, PALDI, AHMEDABAD Ahmedabad 380007",Mixed Development,anushthanrera@gmail.com,9909995353,PR/GJ/AHMEDABAD/AHMEDABAD CITY/Others/MAA02433/200418,Ahmedabad,20-04-2018,30-06-2023,NA
1354,Shangri La,SARVAM INFRASPACE LLP,"A/114 Siddhi Vinayak Towers Bh DCP Office, off SG highway Ahmedabad 380051",Residential/Group Housing,shangrila.rera@gmail.com,9712215000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04350/EX2/A1R/180424/300923,Ahmedabad,13-12-2018,30-09-2021,30-06-2024
1355,ANMOL GALAXY - 77,YUVRAAJ CONSTRUCTION,"A 503, Suvas Residency, Opp Satyagrah Bunglows, Nikol, Ahmedabad Ahmedabad 382350",Residential/Group Housing,bsherthia@gmail.com,9924985299,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03061/020718,Ahmedabad,02-07-2018,30-06-2021,NA
1356,KAVERI KADAMB,A SHRIDHAR INFRACON LLP,"A. Shridhar Corporate House, Shilaj Circle, Nr. Kaveri Sangam, S.P. Ring Road, Shilaj Ahmedabad 380058",Residential/Group Housing,rera.anantaraabode@gmail.com,9825125156,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02152/230318,Ahmedabad,23-03-2018,30-06-2021,NA
1357,Rajshree heights,RAJSHREE DEVELOPERS,"B-1301, 13th floor, BVR EK, Opp. Inder residency hotel, Near westend hostel, Ellisbridge Ahmedabad 380006",Mixed Development,devershshah@gmail.com,9978371137,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02624/100518,Ahmedabad,10-05-2018,01-10-2021,NA
1358,Dwarkesh Opulence,DWARKESH PROPERTIES,"Dwarkesh Opulence, Beside Balaji Wind Park, Vaishnodevi Circle, S.P. Ring Road, Tragad, Ahmedabad. Ahmedabad 382470",Residential/Group Housing,dwarkesh8765@gmail.com,9898097193,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01828/EX2/300922,Ahmedabad,03-03-2018,30-06-2021,30-12-2022
1359,SAMRUDDHI BUSINESS HUB & SAMRUDDHI SKY,SAMRUDDHI CORPORATION,"13, SAHJANAND CORPORATION,KATHWADA ROAD NARODA Ahmedabad 382330",Mixed Development,samruddhicorporation95@gmail.com,9898609590,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01160/A1M/280918,Ahmedabad,30-12-2017,01-07-2022,NA
1360,Vibrant Residency,Soniz Procon Pvt. Ltd.,"4th Floor Heritage Building Near Grand Bhagwati Hotel, S G Highway Ahmedabad 380054",Mixed Development,accounts@sonizgroup.com,9824543208,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02356/120418,Ahmedabad,12-04-2018,31-03-2021,NA
1361,Pratham Lakeview,Sthapatya Realty LLP,"306, Divya Sadbhav Arcade, Opp. Kids World Mirambika School Road , Naranpura, Ahmedabad Ahmedabad 380059",Mixed Development,sthapatyarealtyllp@gmail.com,9825216141,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02616/A1M/080219,Ahmedabad,09-05-2018,30-12-2020,NA
1362,ELITEONE13,MARUTI DEVELOPERS,"OPP.KRISHNA PARTY PLOT, VANDEMATRAM ROAD NR.SHUKAN STATUS,GOTA Ahmedabad 382481",Mixed Development,marutidevelopers113@gmail.com,9825850042,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02781/A1M/280319,Ahmedabad,01-06-2018,30-09-2020,NA
1363,Jewel Annexe,SAHAJANAND INFRACON,"3, First Floor, Sanidhya, A77, Jagabhai Park, Rambaug, Maninagar-380008 Ahmedabad 380008",Residential/Group Housing,pratik.thakkar.n@gmail.com,9979095406,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03227/240718,Ahmedabad,24-07-2018,30-06-2024,NA
1364,Swati Chrysantha,SWATI CONSTRUCTION,"11th Floor Signature-1, Opp Andaaz Party Plot, SG Highway, Makarba, Ahmedabad 380051",Mixed Development,rera.swatisenor@gmail.com,9099065151,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA01865/A1M/031219,Ahmedabad,05-03-2018,20-07-2021,NA
1365,JALDEEP APARTMENTS,MURLIDHAR BUILDCON LLP,"14, Sanidhya Bunglows, Opp.Ashok Vatika, ISKON-AMBLI ROAD, AHMEDABAD. Ahmedabad 380058",Mixed Development,skassociates64@yahoo.com,9825040087,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA02784/A2M/EX1/121122,Ahmedabad,01-06-2018,30-09-2022,31-03-2023
1366,SHREE RADHE KRISHNA STATUS,SHYAM INFRACON,"SHREE RADHE KRISHNA STATUS, OPP. DEVASYA INTERNATIONAL SCHOOL, S. P. RING ROAD, ODHAV, AHMEDABAD Ahmedabad 382415",Mixed Development,radhekrishnastatus@gmail.com,9712974020,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01697/190218,Ahmedabad,19-02-2018,30-03-2023,NA
1367,SAMARTH HEIGHTS,SAMARTH DEVELOPERS,"18, SURAMYA BUNGLOWS SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Residential/Group Housing,samarthheights28@gmail.com,9662041514,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02314/100418,Ahmedabad,10-04-2018,30-10-2020,NA
1368,KARNAVATI RIVIERA,Kavish Infrastructure,"Karnavati Riviera, opp. AMC water tank Ahead Karnavati Enclave,near new maninagar, ramol Ahmedabad 382449",Residential/Group Housing,kavishinfra2017@gmail.com,9998371945,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA02604/090518,Ahmedabad,09-05-2018,21-08-2023,NA
1369,Swati Crimson and Clover,SWATISANDHYA PROCON LLP,"1104-1105, 11TH FLOOR, SIGNATURE-1, NR. MERCEDES SHOWROOM, SURVEY NO. 841/1/2/10, PLOT NO. 287/276, S.G. HIGHWAY Ahmedabad 380051",Mixed Development,swatiprocon@gmail.com,9099065151,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01884/060318,Ahmedabad,06-03-2018,24-07-2021,NA
1370,SHIVAM ARCADE 2,SHREE KHODIYAR DEVELOPERS,"SHIVAM ARCADE, NR. HANSPURA PATIYA, NARODA DEHGAM ROAD, Ahmedabad 382330",Residential/Group Housing,shivamarcade2@gmail.com,9924199583,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03689/151018,Ahmedabad,15-10-2018,31-08-2019,NA
1371,Solitaire Arcade,Varni Concepts,"Solitaire Arcade, Near Saptak Vihar New Naroda Ahmedabad 382350",Commercial,solitairearcade@gmail.com,7600192375,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04013/141118,Ahmedabad,14-11-2018,30-06-2022,NA
1372,SKYWALK,Sadhna Buildcon,"67 Heritage Bunglow , Science city , Keshar shal Hospital Sola Bhadaj , BHadaj Ahmedabad 380060",Mixed Development,skywalk.ahmedabad@gmail.com,8511119588,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03180/180718,Ahmedabad,18-07-2018,30-12-2020,NA
1373,ARYAMAN GRACIA,ARYAMAN INFRASTRUCTURE,NEAR SHASHWAT ZEALOUS OPP DHARATI SILVER CHANDKHEDA TRAGAD ROAD NEW CHANDKHEDA AHMEDABAD Ahmedabad 382424,Mixed Development,miraj2025@gmail.com,9824010822,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01313/160118,Ahmedabad,16-01-2018,30-05-2021,NA
1374,SHYAM ELEGANCE,NILKANTH CORPORATION,OPP - ROYAL ARCADE NANA CHILODA Ahmedabad 382330,Mixed Development,shyamelegance2018@gmail.com,9825060378,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03075/A1M/180320,Ahmedabad,04-07-2018,28-08-2024,NA
1375,Shivalik Avenue,Shivalik Bodakdev Project LLP,"Shivalik House, Beside satellite police station Ramdevnagar cross road Ahmedabad 380015",Mixed Development,avenue.rera@shivalikgroup.com,9879004400,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02517/260418,Ahmedabad,26-04-2018,15-10-2021,NA
1376,KUDRAT HILL,KRUPA DEVELOPERS,"KUDRAT HILL, B/H. S R P QUARTERS, OPP. NEW NAVYUG SCHOOL, NR. JYOTI RESIDENCY, NEW NARODA, Ahmedabad 382330",Mixed Development,kudrathill1@gmail.com,9978926467,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04188/301118,Ahmedabad,30-11-2018,30-06-2021,NA
1377,Kalash Enclave 3,B R Developers,"Kalash Enclave 3, Nr. Sunrise Home Lambha Vatva Road, Vatva, Ahmedabad Ahmedabad 380050",Mixed Development,brdeveloper3@gmail.com,9016048425,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04781/A1M/250220,Ahmedabad,31-01-2019,30-06-2024,NA
1378,Krish Cubical,DREAMLAND INFRATECH PRIVATE LIMITED,"701, Astron Tech Park, Opp. Fun Republic, Iscon cross road, S. G. Highway, Ahmedabad. Ahmedabad 380015",Commercial,dreamlandinfratech61@gmail.com,9825334000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02030/EX2/150922,Ahmedabad,16-03-2018,30-06-2021,30-11-2022
1379,ILAND,AKSHAR INFRABUILD,"24,25 GREENFIELD, SINDHUBHAVAN ROAD THALTEJ Ahmedabad 380059",Residential/Group Housing,aksharinfrabuild81@gmail.com,9825026269,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02578/A1R/EX1/011021,Ahmedabad,07-05-2018,30-09-2021,29-09-2022
